0.00126812,-0.988002,-0
0.00269869,-0.98036,-0
0.00618608,-0.95981,-0
0.00844752,-0.926591,-0
0.00987124,-0.842791,-0
0.0100928,-0.763902,-0
0.00983025,-0.717381,-0
0.0105112,-0.632938,-0
0.0115476,-0.604548,-0
0.0116518,-0.544056,-0
0.0113868,-0.504312,-0
0.0065494,0.20462,-0
0.00917466,0.083336,-0
0.0111829,-0.00426346,-0
0.0109532,-0.256253,-0
0.0116385,-0.344371,-0
0.00723879,0.292011,-0
0.0127216,-0.144869,-0
0.012486,-0.0996307,-0
0.0122296,-0.394284,-0
0.0114262,-0.223184,-0
0.0125619,-0.181012,-0
0.0126001,-0.43443,-0
0.0108506,-0.236607,-0
0.00664682,0.246063,-0
0.0104381,0.0308739,-0
0.0119837,-0.0498698,-0
0.00589709,0.396567,-0
0.00374388,0.704413,-0
-4.10816e-011,1,-0
0.00243167,0.864845,-0
0.0120907,-0.207428,-0
0.0110352,-0.291197,-0
0.00990495,-0.673237,-0
0.00457417,-0.96914,-0
0.00728704,0.166337,-0
0.624066,-0.159678,-0
0.596689,-0.33661,-0
0.390515,-0.784364,-0
0.33012,-0.840701,-0
0.332428,-0.839683,-0
0.394283,-0.779006,-0
0.275016,-0.802656,-0
0.307075,-0.830056,-0
0.443808,-0.720581,-0
0.232923,-0.747015,-0
0.342186,-0.691376,-0
0.394694,-0.717978,-0
0.448493,-0.71234,-0
0.29224,-0.65505,-0
0.454625,-0.58337,-0
0.389663,-0.576178,-0
0.534862,-0.569221,-0
0.363115,-0.315078,-0
0.300494,-0.356103,-0
0.341019,-0.467224,-0
0.401587,-0.453333,-0
0.53549,-0.564682,-0
0.214211,-0.71424,-0
0.334434,-0.56346,-0
0.199447,-0.681035,-0
0.273908,-0.631958,-0
0.177663,-0.574824,-0
0.26069,-0.607252,-0
0.627621,-0.0750433,-0
0.585649,-0.410677,-0
0.22776,-0.53747,-0
0.291434,-0.543273,-0
0.312239,-0.554344,-0
0.319532,-0.473382,-0
0.165092,-0.53932,-0
0.25763,-0.516715,-0
0.299018,-0.479203,-0
0.257015,0.0248705,-0
0.256591,-0.0158185,-0
0.155637,-0.513581,-0
0.214592,-0.517171,-0
0.263475,-0.487132,-0
0.268899,-0.395681,-0
0.283668,-0.374634,-0
0.151471,-0.497183,-0
0.207889,-0.500938,-0
0.245974,-0.50567,-0
0.239114,-0.443842,-0
0.247348,-0.35186,-0
0.178938,0.0125395,-0
0.177025,-0.0854011,-0
0.433338,-0.0630171,-0
0.486818,0.018723,-0
0.204776,-0.492481,-0
0.23768,-0.496667,-0
0.250467,-0.488808,-0
0.235205,-0.385323,-0
0.194234,-0.172723,-0
0.181906,0.0766596,-0
0.177933,0.0435666,-0
0.262132,0.0579566,-0
0.235224,-0.492176,-0
0.241277,-0.490167,-0
0.225224,-0.463721,-0
0.419642,0.0447758,-0
0.447659,0.0586335,-0
0.59805,0.173845,-0
0.236255,-0.490662,-0
0.215507,-0.477474,-0
0.220051,-0.422065,-0
0.0697851,0.14562,-0
0.0767654,0.0569292,-0
0.124566,0.00204195,-0
0.153066,0.113011,-0
0.147738,0.0829145,-0
0.225175,0.0716728,-0
0.266385,0.102467,-0
0.265848,0.143035,-0
0.573872,0.0511786,-0
0.532276,0.0897356,-0
0.206039,-0.487953,-0
0.178997,-0.435498,-0
0.181784,-0.13416,-0
0.0651971,0.1904,-0
0.0408674,0.199148,-0
0.253635,0.20169,-0
0.394077,0.0968787,-0
0.375596,0.134184,-0
0.524581,0.170346,-0
0.565793,0.280541,-0
0.632801,-0.0137241,-0
0.642122,-0.0591592,-0
0.647,0.209969,-0
0.635553,0.0480667,-0
0.167815,-0.454843,-0
0.124449,-0.269825,-0
0.188439,-0.161588,-0
0.183054,-0.143732,-0
0.16323,-0.103894,-0
0.14683,0.152211,-0
0.235347,0.110932,-0
0.375152,0.187559,-0
0.487403,0.17129,-0
0.492594,0.211352,-0
0.535067,0.240386,-0
0.654347,0.210466,-0
0.634891,0.199322,-0
0.151397,-0.486155,-0
0.0983031,-0.345722,-0
0.18937,-0.204046,-0
0.176326,-0.194787,-0
0.165793,-0.121664,-0
0.111416,-0.0476212,-0
0.0843043,-0.0259997,-0
0.0475348,0.0746793,-0
0.118316,0.154504,-0
0.0867403,0.221254,-0
0.230828,0.203137,-0
0.604709,0.372533,-0
0.102857,-0.399802,-0
0.171346,-0.234571,-0
0.160028,-0.218413,-0
0.161109,-0.206959,-0
0.16589,-0.154074,-0
0.160327,-0.176718,-0
0.0918684,0.272302,-0
0.0777693,0.286589,-0
0.516958,0.273892,-0
0.464381,0.229233,-0
0.0875255,-0.434467,-0
0.0622859,-0.343267,-0
0.0390946,-0.255337,-0
0.14449,-0.190166,-0
0.11649,-0.12204,-0
0.0849757,-0.110111,-0
0.0777779,-0.149301,-0
0.107225,-0.153316,-0
0.050771,-0.0111174,-0
0.456427,0.169209,-0
0.462492,0.189881,-0
0.540782,0.326846,-0
0.588587,0.504241,-0
0.57218,0.451253,-0
0.0713464,-0.483734,-0
0.08861,-0.177513,-0
0.0671109,-0.181492,-0
0.0476436,-0.216911,-0
0.0532818,0.285159,-0
0.110139,0.212922,-0
0.217073,0.158755,-0
0.208512,0.125323,-0
0.21109,0.195008,-0
0.409225,0.175778,-0
0.408961,0.202009,-0
0.0692746,-0.499376,-0
0.0739747,-0.392015,-0
0.0501772,-0.104452,-0
0.0474179,-0.146752,-0
0.187369,0.235008,-0
0.189041,0.313746,-0
0.170488,0.157495,-0
0.186945,0.170051,-0
0.423914,0.152375,-0
0.417989,0.173382,-0
0.409374,0.33404,-0
0.379179,0.260476,-0
0.0555931,-0.43446,-0
0.0806582,-0.23356,-0
0.0516029,-0.22834,-0
0.0598662,-0.220235,-0
0.0400835,-0.182309,-0
0.0290568,-0.222178,-0
0.177285,0.386121,-0
0.196794,0.19822,-0
0.190727,0.1774,-0
0.392765,0.181171,-0
0.389195,0.17653,-0
